,House Name,Price $
4472,Cozy & Modern Studio | Central Park,103
4473,Beautiful & Modern | Top Location!,108
4474,Fantastic fully furnished room,75
4475,Sunny and Spacious apt in Bushwick,78
4476,Spacious room in great neighborhood,75
4477,Cute and cozy in Manhattan,152
4478,Sunny clean studio in heart of LES,150
4479,Nolita / Soho  A cozy 2 bedroom apartment.,320
4480,1BR UNFURN SUBLET in Williamsburg,220
4481,Luxurious Brooklyn Getaway!,99
4482,Spectacular East Village Townhouse with 3 patios,950
4483,Charming Studio on Upper West Side,120
4484,One Bedroom Apartment ,100
4485,Spacious 2 bd 2 bth apt 45 min from Time Sq sleep6,199
4486,Times Square Unique Studio,100
4487,"Private Rm in Cozy Wburg Loft, 1 blk fr Bedford L",75
4488,Great 1bd!Murray Hill NYC~renovated,84
4489,Beautiful private 2 bedroom in prime Greenpoint,100
4490,Lovely Guestroom in Brownstone,75
4491,Amazing Private Room in Brooklyn - Fort Greene,93
4492,Quite 2 bedroom apt. in Brooklyn,140
4493,"Great apartment, heart of Brooklyn",200
4494,True Loft in Williamsburg,200
4495,Luxury Family Sunny 2 bdrm 1 bath Apt Park Slope,200
4496,Cozy 1BR Apartment by Subway,100
4497,At home in Historic Harlem,100
4498,Your own studio apt in Upper East,120
4499,Entire One Bedroom Apartment next to Prospect Park,109
4500,Large Sunny Room with Huge patio in Wburg,126
4501,BIG Private Room in NYC APT.,50
4502,West Chelsea Apt! AMAZING Location!,325
4503,Bright & lovely Upper East Side apt,750
4504,Steps away from Brooklyn museum,135
4505,"Safe, Cozy, Cute and Cheap",52
4506,Charming and Artsy LES 1-Bedroom ,124
4507,Spacious room in flushing ny ❤️,59
4508,Sunny Studio Near Central Park,215
4509,Spectacular Townhouse with your own private patio,240
4510,Modern Stylish and Legendary.,150
4511,Cozy Studio on McGolrick Park,83
4512,Large 900 sqft Artist's Apartment,70
4513,Charming Private Studio in LES,160
4514,"Clean, Safe, Convenient, Comfy",200
4515,1 BEDROOM APT IN PRIME WILLIAMSBURG,50
4516,Amazing 1BD! Renovated Col Circle!!,87
4517,Cozy Harlem Home,125
4518,"East Village - Family friendly, specious and quiet",250
4519,Park Slope 2 bedroom - Amazing Access to All!!!,162
4520,"charming, sunny and quiet studio",67
4521,Dbl Room with Terrace and View!,147
4522,Beautiful 3 Bedroom apt in Bed-Stuy,149
4523,"Spacious, Sunny Apartment in BK!",65
4524,Lovely Park Slope Pied a Terre,250
4525,Relax in an oasis of quiet in a beautiful house!,160
4526,"Peaceful, Upper East Side Studio",150
4527,Gramercy Luxurious 2 BD condominium,199
4528,Lovely room in Williamsburg,64
4529,"Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",33
4530,Room in Manhattan=15 min to TimesSq,500
4531,Bright Quiet 1BD in the Heart of BK,150
4532,Lower Eastside - Perfect Room,110
4533,Open Loft in Historic Townhome - Near Metro & Food,145
4534,"Lovely Apt/Room in Ditmas Park, BK",40
4535,Williamsburg Penthouse Private Room,95
4536,Cozy Garden View Apartment!  Perfect for Families!,185
4537,Historic Townhome for Photo and Video Shoots,500
4538,Charming West Village Studio With Cat,115
4539,Four-Bedroom Victorian Near Ferry,195
4540,Sunny 1 BD in trendy Prospect Heights Brooklyn.,105
4541,Private 1 bd Apt 1 blk off the J,67
4542,"clean, casual 2BD apt in bed-stuy!",75
4543,Giant Private Room in Battery Park ,100
4544,Up among the trees in Bed Stuy,125
4545,"Sunny, Williamsburg Condo",350
4546,Bright Studio in New WB Building,150
4547,Charming XL 1br in Astoria,200
4548,"Brownstone Duplex with Garden,Deck & 8' pool table",270
4549,Family-friendly 2BR w Rooftop,184
4550,Family-friendly 3-bedroom condo,275
4551,SPACIOUS & SUNNY East Village Gem,171
4552,~ PRIME location Williamsburg sunny 3BR loft ~,425
4553,HUGE 1BR in Prime West Village,200
4554,Light Filled Loft Studio in Fort Greene,165
4555,Spacious room in artist Loft,85
4556,PRIME WILLIAMSBURG FAMILY ART LOFT,170
4557,BEAUTIFUL Williamsburg Palace!,70
4558,Big room & private bathroom!,125
4559,SPACIOUS  ARTIST LOFT IN CHELSA,275
4560,Great room with private bathroom!!,120
4561,Studio Plus at Hilton West 57th ,429
4562,Lovely Single Family House in South Slope,225
4563,New 2 Bed.apt. 10 min to NYC! one block from train,119
4564,Large Studio w/ NEW MATTRESS in UES,175
4565,Brooklyn Flat in Historic Row House,155
4566,"Homey, inviting 1BR w/ lots of room",100
4567,Private Bedroom in Nice Apt. Near Riverside Park!,70
4568,2BR Private Apt Guest Homestay,95
4569,Park Slope 3 BR Duplex with Garden,450
4570,Brownstone Luxury Apartment Facing Ft.Greene Park,215
4571,Cozy Bedroom by Prospect Park BKLYN,60
4572,Private Room in Riverdale NY,75
4573,Art Room + Backyard in Williamsburg,99
4574,Park slope 2BR duplex with garden,300
4575,Cozy Studio Close to Central Park,175
4576,Bright 1 bedroom near Columbia,195
4577,Bright & Sunny FULLY FURNISHED Room,50
4578,Hell's Kitchen One Bedroom (near Times Square),175
4579,Brooklyn 3BR Near Subways,120
4580,Sunlit Room near Prospect Park!,54
4581,Cozy 5 Bdrm in Historic Harlem NY,345
4582,The Lincoln,225
4583,Large  Sunny Open Brooklyn Apartment,151
4584,Improved Response Rate@ The Valley,110
4585,Luxury apartment in Manhattan.,280
4586,"Modern loft in Cobble Hill, BK",99
4587,3BR Carroll Gardens townhouse loft,350
4588,"W'burg Brooklyn, Sunny, Spacious, Private",70
4589,Cute UWS Studio Near Central Park Clean & Quiet,120
4590,Chic Designer’s Room & 2 Beds in Manhattan LES,89
4591,"Cozy 1br - Fort Greene, Brooklyn",120
4592,Private room in 2B East Village!,85
4593,BEAUTIFUL DESIGNER SOHO LOFT,220
4594,A single room  that converts  with bathroom,125
4595,LUXURY 1 BR MIDTOWN w POOL & GYM,189
4596,Beautiful Room+Shared Living Room,100
4597,Large sunny private room downtown,81
4598,Comfortable sofa bed in Manhattan,45
4599,Airy Duplex Room with Private Bath,150
4600,Tranquil Washington Heights Space ,62
4601,Quiet Park Slope Apartment - August  specials!,330
4602,1 BR minutes from Central Park!,80
4603,"Quiet, Full bed, Sleeps 1 or 2 ppl",65
4604,SOHO Studio Best Location,125
4605,Sunny Suite in Historic Brooklyn,165
4606,Lovely room in Greenwich Village,90
4607,2 Bedroom Garden Apt. Park Slope,120
4608,Beautiful Row House Steps From Park,250
4609,Large 1-bedroom in Brooklyn,115
4610,Artist's home near park and trains,55
4611,Orchard St,200
4612,Modern Renovated Luxury 1BR - Soho,149
4613,Private Nook in Bushwick Improved Response Rate,55
4614,Spacious Townhouse Great for Families & Friends,400
4615,Sunny 2 bedroom in Fort Greene,200
4616,Modern 1BR apt in Greenpoint/Williamsburg Brooklyn,111
4617,Bright & Spacious Fort Greene 1 Bed,175
4618,"Peaceful, beautiful home away ",150
4619,Private room in Harlem,52
4620,Cute and Cozy Two Bedroom in Sunset Park,88
4621,Private 3 Floor Whole Hse/Garden,425
4622,Spacious East Village Gem -Union Sq,175
4623,STUNNING WILLIAMSBURG HOME W/GARDEN,270
4624,Cozy 1 BR in a 4br/2ba apartment!!!,180
4625,Amazing & Bright Loft-style Room,55
4626,Brooklyn Cozy Garden Apt,105
4627,Elegant 1876 Boerum Hill Brownstone,265
4628,Sunny and cozy room in Midtown,60
4629,Small Cozy Private Room in NYC,45
4630,Modern Bedroom & Living Room Combination!,89
4631,Right in the center of Manhattan,200
4632,Spacious prewar apartment in heart of Greenpoint,149
4633,Comfort and Charm in Harlem Brownstone near Subway,80
4634,Chic Aptmnt close to Barclay Center,125
4635,Beautiful Comfortable Apt in North Manhattan,78
4636,Private Room in Artist's Loft,65
4637,"One stop from Manhattan, Fort Greene.",350
4638,Brooklyn Heights 1.5BR and Cat Sit,115
4639,Panoramic Penthouse - 30% OFF,289
4640,"High Ceilings, Period Details",158
4641,Great East Harlem spot for 1 or 2,50
4642,Cozy but Cool:Huge 1bed in ❤️of NY,234
4643,"Subletting in CrownHeights,Brooklyn",50
4644,Huge Room in Manhattan's Upper West,69
4645,Beautiful LES Apartment,135
4646,"Big sunny room, prime location!",89
4647,Large 1br Duplex in Heart of Upper East Side,16
4648,Big Private 4 bedrooms 1 bathroom Near Subway!,300
4649,Murray Hill Modern,250
4650,BEAUTIFUL ROOM NEAR PROSPECT PARK!!,70
4651,Cosy room with private bathroom-NYC,140
4652,Spacious Studio in Midtown,175
4653,Carroll Gardens - Two Bedroom Apartment,160
4654,"2BR, UWS, Doorman, Balcony, CntrlPK",200
4655,Sunny Brooklyn room,57
4656,Charming Chelsea bedroom,90
4657,Private Apartment 15 Minutes from the Big Apple,89
4658,"Clean design, One BD, Renovated!",90
4659,West Village designer studio,200
4660,Stylish 2BR in heart of Park Slope,100
4661,Private oasis-charming gingerbread home!❤️❤️❤️❤️❤️,68
4662,Large East Village One Bedroom ,170
4663,Lovely room in big shared Brooklyn Brownstone,40
4664,Artist Loft in Lower East Side with Roof,500
4665,Gorgeous Apt 1 block from Subway,145
4666,Park Slope Town House,250
4667,Gorgeous Chic Apt on Prime West Village Street,288
4668,"Tasteful, calm, central 2BR/2Baths",245
4669,cozy harlem getaway,80
4670,Beautiful Penthouse Apt - Brooklyn,125
4671,"Huge, Perfect Location West Village",166
4672,UWS 2 BR 2 Ba. Gorgeous Apt!,330
4673,Private room in Williamsburg apt,60
4674,Private Bedroom Available June 1,130
4675,Sunny and Bright Room with a Terrace,45
4676,Quiet 1BR in Chelsea,165
4677,"great spacious 2BR duplex apt in S. Harlem, NYC",155
4678,Penthouse next to Central Park !,119
4679,Quintessential Brooklyn...!!,158
4680,"NICE Williamsburg Brooklyn, 2 Bedrooms off L train",169
4681,Beautiful Brooklyn Brownstone,139
4682,"Beautiful, Furnished Studio!",125
4683,Spacious and Sunny 1BDR Astoria NYC,70
4684,Close to JFK & LGA Feels like home,135
4685,Entire Cozy One Bed #Manhattan #LES,99
4686,Sunny and Spacious 1BR Loft in Williamsburg,175
4687,Quiet Brooklyn Apartment ,150
4688,Oasis in the heart of New York,250
4689,Private Room in great neighborhood,100
4690,Great Location,100
4691,Brooklyn Garden Level  2bdrm Home,128
4692,Brooklyn Living with Balcony!,121
4693,Super cute private room +amminities,160
4694,"Great Apt,  Great Area",135
4695,Luxurious Brownstone Parlour,275
4696,Great west village studio,180
4697,Cozy quiet East Village room/en suite bathroom,189
4698,Whole beautiful house with Backyard,250
4699,Ocean Hill Oasis,99
4700,Superhost! Modern Private APT/15min Manhattan,200
4701,Hamilton Heights - Private Guest Suite,145
4702,Lovely Shiny Private Room in NYC,100
4703,NYC Studio Loft in Meatpacking ,240
4704,Private Room in Light-Filled Apt with Gym,90
4705,3 Bedroom Brownstone in Historic Crown Heights.,220
4706,Williamsburg COZY SUNNY next2train!,100
4707,Beautiful Clean & Quiet Room! Rm#1,59
4708,Apartment - private kitchen & bath,78
4709,"Cozy studio/kitchen, bathroom",75
4710,Cozy bedroom in Brooklyn!,78
4711,Upper East Side 2 Bedroom Apartment,250
4712,Giant Private Townhouse w/ Garden,150
4713,Spacious Queen Size Room,44
4714,Studio w/ Private Entry in Greenpoint Brooklyn,69
4715,Room w/ Private Bathroom,65
4716,Sunny airy beautiful Brooklyn 1B,90
4717,Charming Colonial House in Brooklyn,125
4718,"Cozy, Clean, Quiet, ENTIRE APT!!",78
4719,2000 sq ft Photographers loft,785
4720,Spacious Studio in my new smart house,99
4721,Garden apt 15 mins from Manhattan,74
4722,Cozy UWS Apt Close to Central Park / Times Square,130
4723,LEGAL studio in Queens,105
4724,Large 1 BDR Apt on the UWS,145
4725,Central Park West. Queen Size Room,90
4726,Spacious Brooklyn Townhouse,215
4727,Apartment near Upper East Side,100
4728,Seven Days Sleep Near Prospect Park,92
4729,Charming Quiet Apartment in NYC (安靜公寓),185
4730,Clean & Comfy Modern Townhouse,1000
4731,Updated 1 bedroom heart of Chelsea,160
4732,Quiet & Close to All + Washer/Dryer in Chelsea,93
4733,west village 1BR!best value!,300
4734,Prime Greenpoint/Williamsburg room,75
4735,Mellow One Bedroom in Chelsea ,370
4736,Gorgeous brownstone- NYC living! ,425
4737,Park Slope Haven,200
4738,Stay in the heart of the East side!,125
4739,Beautiful Chelsea Loft 700 Sq ft,179
4740,Good Living in Brooklyn! Double Bed,46
4741,Spacious apartment with garden,150
4742,Affordable Room in Artsy Apartment,52
4743,Amazing Oasis in NYC!,80
4744,Delightful & Modern 1 Bedroom,120
4745,A Dream! Luxury 3 Bedroom Apt+Pking,300
4746,Beautiful Brooklyn Heights Share,110
4747,Family home near Prospect Park,200
4748,Sunny 1 bed home close to Manhattan,75
4749,Spacious and unique 1 bdrm / 2 bath,200
4750,ADORABLE 2BR in Chelsea!!,300
4751,Sublet near Columbia University,22
4752,Gorgeous Loft w/ 2 queen beds & full kitchen!,129
4753,TRENDY LOWER EAST SIDE STUDIO,125
4754,Cozy 1 bedroom in charming home.,150
4755,Gorgeous Studio Apt Upper East Side,185
4756,"Sunny, spacious, 1BR in Willamsburg",158
4757,Happy big family,30
4758,Modern rowhouse in prime Ft Greene,316
4759,Park Slope Studio Apartment,175
4760,Astoria: full apartment,97
4761,Quant 1bdrm in midtown west,175
4762,Couch in E. Williamsburg Luxury Apt,60
4763,Private Charming Spacious Bedroom,72
4764,Lisa's Townhouse - Luxury & Style,175
4765,"Upper West Side Apt, One Block to Central Park",225
4766,Beautiful Summer Sublet in Ditmas Park Brooklyn,85
4767,"Cute,Cozy Lower East Side 1bdrm",150
4768,Williamsburg Garden Apartment,225
4769,"Manhattan Club Dec. 23-30, 2017",400
4770,Luxury Duplex in Williamsburg with private bath,125
4771,Fabulous Family Getaway,200
4772,WHOLE LARGE 1-BEDROOM APARTMENT,88
4773,Private room in Williamsburg Apt,250
4774,Beautiful Studio Near Times Square ,300
4775,Spacious & Cozy NYC Apartment in Brooklyn/Queens,89
4776,Modern 1 BR + terrace in Gramercy,165
4777,Affordable Room in Beautiful Apt !,84
4778,"Lovely 2 Floor Home, Gem in Heart of Williamsburg!",285
4779,Extra Large 1BR,150
4780,"cozy room, close to trains, explore brooklyn!",70
4781,Superior Two BR - UES (30 Days MIN),300
4782,Beautiful 2BD in Brooklyn Heights,220
4783,"City retrieve -confort,quite,light",149
4784,Greenwich Village cozy 1-2BD with outdoor space,249
4785,Spacious 1 bd in Crown Heights,90
4786,Panoramic view of Upper Manhattan!,69
4787,Entire lux apt in Williamsburg - 30 days or more,120
4788,A cozy room in a 3 bedroom apt,69
4789,Your NYC haven at Upper Manhattan!,54
4790,Your Manhattan haven: dressed in red,50
4791,An Upper-Manhattan room of your own!,51
4792,Cozy BR in heart of Manhattan (Hell's Kitchen),99
4793,Two-Floor Apartment on Upper West,290
4794,Super cute and sunny 2 bedroom,240
4795,Awesome Deal NYC,49
4796,Charming 1BR Private GARDEN Apt!,115
4797,Brooklyn Cozy and Convenient,78
4798,Sunny Bushwick Brownstone,125
4799,Suite Lounge,135
4800,Battery Park City Sunny Bedroom ,110
4801,"Modern 1 Bedroom with Large Windows, Lots of Light",205
4802,Modern Manhattan Living Suite 2A,95
4803,Charming Boutique Room in Bushwick,55
4804,"Comfy room, minutes from metro for up to 3 people!",47
4805,Spot in the Heights!,39
4806,Gorgeous 2 Bedroom Loft in the Heart of Chelsea,349
4807,Luxurious Living in Williamsburg/Brooklyn,250
4808,"COOL, ARTSY & CENTRAL APARTMENT",290
4809,"Lovely, Sunny Bedroom in Huge DUMBO Apartment",85
4810,"Charming Apt, Perfect for Couples!",170
4811,Sunny top floor loft with skylight in downtown NY,146
4812,Studio Apt. 15 min from Manhattan,99
4813,Sweet 2 bed in Elevator Building,150
4814,Artsy Modern Hideout | Two bedrooms with backyard!,240
4815, 3 bedroom loft in Williamsburg,500
4816,Bright & Spacious 15 mins to Midtown Manhattan,48
4817,Sunny Bushwick Apartment / Morgan L,129
4818,Lovely Near Time square in 1bedroom,750
4819,Adorable Soho Apartment,180
4820,"Cozy 1 BD in Astoria, City Bike & NYFerry nearby",70
4821,Independence in NYC,150
4822,Sun-soaked 1BR in Park Slope with amazing NYC view,240
4823,Gorgeous 1BR Park Slope Apt/Garden,100
4824,East Village Apt at Great Location ,122
4825,2 Bd/1 Bath Apartment Upper East Side NYC,400
4826,Sunny Private Room,47
4827,Beautiful Brooklyn 3 bdrm in Prospect Heights,140
4828,Luxe Tuscan Suite Private Room,55
4829,APT IN PROSPECT/CROWN HEIGHTS ,110
4830,"Neat, Classy, and Simple.",175
4831,Luxury Furnished Apt @TriBeCa/Soho,80
4832,Cute Studio in Midtown East/UES!,150
4833,Spacious 2 BDR Apt. Upper West Side,200
4834,Private Sunny Room in Park Slope,50
4835,Sparkling Brick APT Heart UES +Yoga,99
4836,Comfortable and Convenient,60
4837,Cozy studio in the heart of Greenwich Village,225
4838,Charming Tudor 1BD Uptown,175
4839,New Building in Williamsburg,60
4840,Spacious Studio in Luxury Building,255
4841,Large room in renovated apartment in Williamsburg,75
4842,Stunning Park Slope 2BR,190
4843,The Sunniest of Brooklyn Brownstones,495
4844,"Spacious, Sunny 1 Bedroom Apartment",98
4845,Waterfront Experience,150
4846,Modern Pad in Prime Williamsburg!,250
4847,Spacious Apt in Townhouse near Columbia University,215
4848,Prime Williamsburg 1 bd apartment,200
4849,"Artsy, Garden Getaway in Central Brooklyn",100
4850,Huge Loft in prime Williamsburg - monthly rental,200
4851,Perfect Apartment For Young Family,200
4852,Cute 1 BR in the Lower East Side,110
4853,Modern & Cozy 1BD Garden Apt,115
4854,Private BR in 3 BR Apt - E. Harlem,75
4855,Boutique Loft Condo In West Village,289
4856,Gorgeous room in Manhattan,95
4857,☆ PERFECT MANHATTAN LOCATION NEAR SUBWAY & CAFES!☆,197
4858,Fabulous 1 Bedroom Apt for 1 week,150
4859,Sunny Home on Brooklyn Border: 15 min to Manhattan,225
4860,Elegant Brownstone Duplex,375
4861,"“No Place Like Home”
1st Floor Suburban Apt.",56
4862,Next to Central Park and Natural Science Museum,225
